"ZONA_TERRITORIAL","FACTOR_EXPANSION","DPTO","SEXO","EDAD","PARENTESCO_JEFE_DE_HOGAR","MADRE_RESIDE_HOGAR","PADRE_RESIDE_HOGAR","SE_CONSIDERA_CAMPESINO","COMUNIDAD_ES_CAMPESINA","ETNIA","ESTADO_CIVIL","AFILIADO_SALUD","LEER_ESCRIBIR","ACTUALMENTE_ESTUDIA","MAYOR_NIVEL_EDUCATIVO","ORIENTACION_SEXUAL","GENERO","ACTIVIDAD_OCUPADA_ULTIMA_SEMANA","TIPO_VIVIENDA","SERVICIOS_ENERGIA_ELECTRICA","ESTRATO_ENERGIA_ELECTRICA","SERVICIOS_GAS_NATURAL","SERVICIOS_ALCANTARILLADO","SERVICIOS_RECOLECCION_BASURAS","SERVICIOS_ACUEDUCTO","NUMERO_HOGARES_VIVIENDA","NUMERO_CUARTOS_VIVIENDA","NUMERO_CUARTOS_DORMIR","TIPO_SANITARIO","COMO_ELIMINA_BASURA","DONDE_OBTIENE_AGUA","DONDE_PREPARA_ALIMENTOS","TIPO_OCUPACION_VIVIENDA","HOGAR_TIENE_CUENTA_CORRIENTE","HOGAR_TIENE_CUENTA_AHORROS","HOGAR_TIENE_CDT","HOGAR_TIENE_PRESTAMO_COMPRA_VIVIENDA","HOGAR_TIENE_PRESTAMO_COMPRA_VEHICULO","HOGAR_TIENE_PRESTAMO_LIBRE_INVERSION","HOGAR_TIENE_TARJETA_CREDITO","NUMERO_PERSONAS_HOGAR","DISCAPACIDAD","Adjusted_Weight"
"Cabecera","157.97357482","META","Masculino","25.906467392575","Jefe (a) del hogar","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Casa","Si","Bajo","Si","Si","Si","Si","1","1","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","2.074553855462","Sin discapacidad",7.61624322635426
"Cabecera","157.97357482","META","Masculino","24.6914804056287","Jefe (a) del hogar","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Casa","Si","Bajo","Si","Si","Si","Si","1","1.77887282473966","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","3","Sin discapacidad",7.35211891858991
"Cabecera","305.05256569","VALLE","Masculino","24","Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Apartamento","Si","Bajo - Bajo","Si","Si","Si","Si","2.0795446629636","3","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","Si","No","No","No","No","No","3.12910249270499","Sin discapacidad",101.232299278227
"Cabecera","153.00545785","BOGOTA","Masculino","22.0937062492594","Hijo(a), hijastro(a)","No","No","No","No","Negro, mulato (afrodescendiente)","Esta separado (a) o divorciado (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Casa","Si","Bajo - Bajo","Si","Si","Si","Si","1","3.16106351045892","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","5.94957881537266","Sin discapacidad",43.9316491964869
"Cabecera","65.834631293","NORTE DE SANTANDER","Masculino","25.8351621185429","Hijo(a), hijastro(a)","Si","Fallecido","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Universitaria","Mujeres","Hombre","0","Casa","Si","Bajo - Bajo","Si","Si","Si","Si","1","4","2.42464442783967","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","3.20606091339141","Sin discapacidad",44.9820246318235
"Cabecera","153.00545785","BOGOTA","Masculino","23.4537466871552","Hijo(a), hijastro(a)","No","No","No","No","Negro, mulato (afrodescendiente)","Esta separado (a) o divorciado (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Casa","Si","Bajo - Bajo","Si","Si","Si","Si","1","3.4527759666089","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","5","Sin discapacidad",44.655064367615
"Cabecera","159.20870028","ATLANTICO","Femenino","25","Pareja, esposo(a), conyuge, companero(a)","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","0","Apartamento","Si","Bajo","Si","Si","Si","Si","1","2.05827207257971","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","3","Sin discapacidad",6.89473118047716
"Cabecera","159.20870028","ATLANTICO","Femenino","25","Pareja, esposo(a), conyuge, companero(a)","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","0","Apartamento","Si","Bajo","Si","Si","Si","Si","1","2.49368719547056","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","3","Sin discapacidad",6.82678231889681
"Cabecera","85.581142433","TOLIMA","Masculino","23","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Apartamento","Si","Bajo","No","Si","Si","Si","1","3","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","2.22162985196337","Sin discapacidad",218.466945245213
"Cabecera","159.20870028","ATLANTICO","Femenino","25","Pareja, esposo(a), conyuge, companero(a)","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","0","Apartamento","Si","Bajo","Si","Si","Si","Si","1","2.03069551778026","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","3","Sin discapacidad",7.71230954614744
"Cabecera","136.14641691","RISALRALDA","Masculino","20","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Apartamento","Si","Bajo","Si","Si","Si","Si","1","3","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","3.48640120518394","Sin discapacidad",41.4247578821539
"Cabecera","159.20870028","ATLANTICO","Femenino","24.0733450874686","Pareja, esposo(a), conyuge, companero(a)","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","0","Apartamento","Si","Bajo","Si","Si","Si","Si","1","3.81562716397457","1.82524678087793","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","3","Sin discapacidad",6.68324986552402
"Cabecera","70.857004447","ANTIOQUIA","Femenino","22","Hijo(a), hijastro(a)","Si","Si","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Basica secundaria (6o - 9o)","Hombres","Mujer","0","Casa","Si","Bajo - Bajo","No","Si","Si","Si","1.8111864537932","3","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","4.95808255602606","Sin discapacidad",280.911862748105
"Cabecera","159.20870028","ATLANTICO","Femenino","25","Pareja, esposo(a), conyuge, companero(a)","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","0","Apartamento","Si","Bajo","Si","Si","Si","Si","1","3","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","3","Sin discapacidad",6.66773309534227
"Cabecera","329.22135076","ANTIOQUIA","Femenino","27","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","0","Apartamento","Si","Bajo - Bajo","Si","Si","Si","Si","1","2.4602807990741","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","2.03505988814868","Sin discapacidad",29.4196351532699
"Cabecera","122.27661302","HUILA","Masculino","23.0833682345692","Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Casa","Si","Bajo - Bajo","Si","Si","Si","Si","1","4","3","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Si","No","No","No","No","No","5","Sin discapacidad",52.3458352076856
"Cabecera","111.78729189","ANTIOQUIA","Masculino","23","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Casa","Si","Bajo - Bajo","Si","Si","Si","Si","1","4","2.43525543506257","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","3.1807009652257","Sin discapacidad",44.3133558074724
"Cabecera","140.23264402","HUILA","Masculino","23","Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Casa","Si","Bajo - Bajo","Si","Si","Si","Si","1","4","2.91827046708204","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","3.78328179917298","Sin discapacidad",791.515328317182
"Cabecera","106.28550667","ANTIOQUIA","Femenino","21.7470323077869","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","0","Casa","Si","Bajo","No","Si","Si","Si","1","3.85311412112787","2.31358355050907","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","2.57731342222542","Sin discapacidad",156.868143676971
"Cabecera","68.352771334","TOLIMA","Masculino","28","Pareja, esposo(a), conyuge, companero(a)","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Apartamento","Si","Bajo - Bajo","Si","Si","Si","Si","1","3","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","4.39246888714842","Sin discapacidad",49.1202415532809
"Cabecera","159.20870028","ATLANTICO","Femenino","25","Pareja, esposo(a), conyuge, companero(a)","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","0","Apartamento","Si","Bajo","Si","Si","Si","Si","1","2.13677515718155","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","3","Sin discapacidad",6.60550643098482
"Cabecera","138.90367567","HUILA","Masculino","19","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Casa","Si","Bajo","Si","Si","Si","Si","1","3.26889019133523","2.81112392782234","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","2.31883076508529","Sin discapacidad",97.3135334762255
"Cabecera","159.20870028","ATLANTICO","Femenino","25","Pareja, esposo(a), conyuge, companero(a)","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","0","Apartamento","Si","Bajo","Si","Si","Si","Si","1","2.81127392174676","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","3","Sin discapacidad",6.8094041283696
"Cabecera","106.28550667","BOGOTA","Femenino","25.7065224477556","Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Universitaria","Hombres","Mujer","0","Apartamento","Si","Bajo","Si","Si","Si","Si","1","4","3","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Si","No","No","No","No","No","4","Sin discapacidad",106.395700807082
"Cabecera","305.05256569","VALLE","Masculino","23.0687367781065","Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Apartamento","Si","Bajo - Bajo","Si","Si","Si","Si","1.39941264037043","3","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","Si","No","No","No","No","No","3","Sin discapacidad",99.0253080593514
"Cabecera","157.97357482","META","Masculino","24.0325356046669","Jefe (a) del hogar","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Casa","Si","Bajo","Si","Si","Si","Si","1","1.99509452562779","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","3","Sin discapacidad",7.63422470730609
"Cabecera","157.97357482","META","Masculino","24.2274599489756","Jefe (a) del hogar","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Casa","Si","Bajo","Si","Si","Si","Si","1","1.24051644513384","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","3","Sin discapacidad",7.56306558806165
"Cabecera","80.818899005","ANTIOQUIA","Femenino","22.7328779054806","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Tecnica profesional","Hombres","Mujer","0","Casa","Si","Medio - Bajo","Si","Si","Si","Si","1","4","3","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","3.11977623263374","Sin discapacidad",20.9637799840597
"Cabecera","77.244570308","ATLANTICO","Masculino","24.5338650676422","Jefe (a) del hogar","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Apartamento","Si","Bajo","Si","Si","Si","Si","1","1.97428103187121","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","3.09914089064114","Sin discapacidad",51.1001168875314
"Cabecera","94.438321436","ANTIOQUIA","Masculino","19","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Casa","Si","Bajo","Si","Si","Si","Si","1","4","2.75434541120194","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","No","No","No","No","No","No","2.54576071142219","Sin discapacidad",148.065663923205
"Cabecera","157.97357482","META","Masculino","25.5267019029707","Jefe (a) del hogar","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Casa","Si","Bajo","Si","Si","Si","Si","1","1","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","2.5049654408358","Sin discapacidad",7.36987544307114
"Cabecera","123.97992571","ANTIOQUIA","Femenino","26.403867050074","Pareja, esposo(a), conyuge, companero(a)","No","No","No","No","Ninguno de los anteriores","Esta casado (a)","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","0","Apartamento","Si","Bajo - Bajo","Si","Si","Si","Si","1","3","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","2","Sin discapacidad",39.1486023484713
"Cabecera","188.77658196","ANTIOQUIA","Masculino","25","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Apartamento","Si","Bajo","Si","Si","Si","Si","1","2.90367281297222","1.41440054751001","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","2.52776277903467","Sin discapacidad",210.008355771954
"Cabecera","110.62746313","ANTIOQUIA","Masculino","25","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Basica secundaria (6o - 9o)","Hombres","Hombre","0","Apartamento","Si","Bajo - Bajo","Si","Si","Si","Si","1","3","2.14570727851242","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","5.04735997435637","Sin discapacidad",71.3608898439147
"Cabecera","123.97992571","ANTIOQUIA","Femenino","26","Pareja, esposo(a), conyuge, companero(a)","No","No","No","No","Ninguno de los anteriores","Esta casado (a)","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","0","Apartamento","Si","Bajo - Bajo","Si","Si","Si","Si","1","3","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","2","Sin discapacidad",39.4297846325503
"Cabecera","110.62746313","ANTIOQUIA","Masculino","24.47404693719","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Basica secundaria (6o - 9o)","Hombres","Hombre","0","Apartamento","Si","Bajo - Bajo","Si","Si","Si","Si","1","3","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","5.07096524722874","Sin discapacidad",73.0954662442451
"Cabecera","85.581142433","TOLIMA","Masculino","22.5058964989148","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Apartamento","Si","Bajo","No","Si","Si","Si","1","3","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","2","Sin discapacidad",214.298991912101
"Cabecera","159.20870028","ATLANTICO","Femenino","24.3605621454772","Pareja, esposo(a), conyuge, companero(a)","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","0","Apartamento","Si","Bajo","Si","Si","Si","Si","1","3","1.92869177157991","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","3","Sin discapacidad",6.62001365165431
"Cabecera","157.97357482","META","Masculino","24.597834515851","Jefe (a) del hogar","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Casa","Si","Bajo","Si","Si","Si","Si","1","1.26661424594931","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","3","Sin discapacidad",7.36578400338552
"Cabecera","305.05256569","VALLE","Masculino","23.8039503803011","Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Apartamento","Si","Bajo - Bajo","Si","Si","Si","Si","2.66175963543355","3","2","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","Si","No","No","No","No","No","3.26142406836152","Sin discapacidad",161.339995031711
"Cabecera","340.44201514","ANTIOQUIA","Masculino","24","Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Mujeres","Hombre","0","Apartamento","Si","Bajo - Bajo","Si","Si","Si","Si","1","3.09799740673043","2.87151119834743","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","5.37776539311744","Sin discapacidad",663.809274062713
"Cabecera","110.62746313","ATLANTICO","Femenino","25","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","0","Apartamento","Si","Bajo - Bajo","Si","Si","Si","Si","1","3","2.77877361699939","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","6.21371097676456","Sin discapacidad",38.3579428359935
"Cabecera","406.38529865","VALLE","Masculino","25","Hijo(a), hijastro(a)","Si","Si","No","No","Negro, mulato (afrodescendiente)","Esta soltero (a)","Si","Si","No","Tecnica profesional","Mujeres","Hombre","0","Apartamento","Si","Bajo","Si","Si","Si","Si","1","5","4","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Si","No","No","No","No","No","6.36040409444831","Sin discapacidad",43.2205718862542
"Cabecera","65.834631293","VALLE","Masculino","25.9327478478663","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Basica secundaria (6o - 9o)","Mujeres","Hombre","0","Casa","Si","Bajo - Bajo","Si","Si","Si","Si","1","3","3","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","Si","No","No","No","No","No","4.64439528272487","Sin discapacidad",13.6259746811701
"Cabecera","203.26673638","ANTIOQUIA","Femenino","22.8555088015273","Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","Si","Tecnologica ","Hombres","Mujer","0","Casa","Si","Medio - Bajo","Si","Si","Si","Si","1","3.84580358746462","2.88838832639158","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","4.44118913891725","Sin discapacidad",103.712632270595
"Cabecera","159.20870028","ATLANTICO","Femenino","24.2099865253549","Pareja, esposo(a), conyuge, companero(a)","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","0","Apartamento","Si","Bajo","Si","Si","Si","Si","1","3","1.36808274593204","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","3","Sin discapacidad",6.70682393439579
"Cabecera","159.20870028","ATLANTICO","Femenino","25","Pareja, esposo(a), conyuge, companero(a)","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","0","Apartamento","Si","Bajo","Si","Si","Si","Si","1","2.12869969406165","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","No","No","No","No","No","No","3","Sin discapacidad",6.60201200389165
"Cabecera","329.22135076","ANTIOQUIA","Femenino","27.3639556502458","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Hombres","Mujer","0","Apartamento","Si","Bajo - Bajo","Si","Si","Si","Si","1","3","1","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","2.72784996824339","Sin discapacidad",17.9866932397774
"Cabecera","65.834631293","NORTE DE SANTANDER","Masculino","25.5758672279771","Hijo(a), hijastro(a)","Si","Fallecido","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Universitaria","Mujeres","Hombre","0","Casa","Si","Bajo - Bajo","Si","Si","Si","Si","1","4","3","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Si","No","No","No","No","No","4","Sin discapacidad",43.1819219637114
