DIRECTORIO;ZONA_TERRITORIAL;FACTOR_EXPANSION;DPTO;SEXO;EDAD;PARENTESCO_JEFE_DE_HOGAR;MADRE_RESIDE_HOGAR;PADRE_RESIDE_HOGAR;SE_CONSIDERA_CAMPESINO;COMUNIDAD_ES_CAMPESINA;ETNIA;ESTADO_CIVIL;AFILIADO_SALUD;LEER_ESCRIBIR;ACTUALMENTE_ESTUDIA;MAYOR_NIVEL_EDUCATIVO;ORIENTACION_SEXUAL;GENERO;ACTIVIDAD_OCUPADA_ULTIMA_SEMANA;TIPO_VIVIENDA;SERVICIOS_ENERGIA_ELECTRICA;ESTRATO_ENERGIA_ELECTRICA;SERVICIOS_GAS_NATURAL;SERVICIOS_ALCANTARILLADO;SERVICIOS_RECOLECCION_BASURAS;SERVICIOS_ACUEDUCTO;NUMERO_HOGARES_VIVIENDA;NUMERO_CUARTOS_VIVIENDA;NUMERO_CUARTOS_DORMIR;TIPO_SANITARIO;COMO_ELIMINA_BASURA;DONDE_OBTIENE_AGUA;DONDE_PREPARA_ALIMENTOS;TIPO_OCUPACION_VIVIENDA;HOGAR_TIENE_CUENTA_CORRIENTE;HOGAR_TIENE_CUENTA_AHORROS;HOGAR_TIENE_CDT;HOGAR_TIENE_PRESTAMO_COMPRA_VIVIENDA;HOGAR_TIENE_PRESTAMO_COMPRA_VEHICULO;HOGAR_TIENE_PRESTAMO_LIBRE_INVERSION;HOGAR_TIENE_TARJETA_CREDITO;NUMERO_PERSONAS_HOGAR;DISCAPACIDAD
7335515;Cabecera;166.865394;CAUCA;Femenino;23;Hermano(a) o hermanastro(a);No;No;Si;Si;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Tecnica profesional;Hombres;Mujer;1.0;Otra vivienda (carpa,  vagon, embarcacion, cueva, refugio natural, etc.);Si;Bajo - Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En una sala comedor con lavaplatos?;En arriendo o subarriendo;No;No;No;No;No;No;No;2;Sin discapacidad
7335518;Cabecera;110.47212508;CAUCA;Femenino;24;Hijo(a), hijastro(a);Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Universitaria;Hombres;Mujer;0.0;Apartamento;Si;Bajo;Si;Si;Si;Si;2;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;3;Sin discapacidad
7335523;Cabecera;149.36240291;CAUCA;Masculino;26;Hijo(a), hijastro(a);Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Casa;Si;Medio;No;Si;Si;Si;1;5;4;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;Si;No;4;Sin discapacidad
7335525;Cabecera;139.23492079;CAUCA;Masculino;27;Hijo(a), hijastro(a);Si;No;Si;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Basica secundaria (6o - 9o);Mujeres;Hombre;1.0;Apartamento;Si;Medio;Si;Si;Si;Si;1;2;1;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;3;Sin discapacidad
7335542;Cabecera;190.17317399;CAUCA;Masculino;26;Jefe (a) del hogar;No;Fallecido;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Tecnica profesional;Mujeres;Hombre;1.0;Casa;Si;Medio - Bajo;Si;Si;Si;Si;1;2;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En usufructo;No;No;No;No;No;No;No;4;Discapacidad leve
7335542;Cabecera;190.17317399;CAUCA;Masculino;26;Otro pariente;No;No;No;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;Si;Tecnica profesional;Mujeres;Hombre;1.0;Casa;Si;Medio - Bajo;Si;Si;Si;Si;1;2;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En usufructo;No;No;No;No;No;No;No;4;Sin discapacidad
7335550;Cabecera;93.496159574;CAUCA;Femenino;20;Hermano(a) o hermanastro(a);No;No;Si;Si;Ninguno de los anteriores;Esta soltero (a);Si;Si;Si;Universitaria;Hombres;Mujer;1.0;Casa;Si;Bajo - Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;4;Sin discapacidad
7335553;Cabecera;140.25419347;CAUCA;Femenino;26;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Universitaria;Hombres;Mujer;1.0;Casa;Si;Bajo - Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;No;No;No;No;No;No;3;Sin discapacidad
7335556;Cabecera;138.42914839;CAUCA;Femenino;25;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Universitaria;Hombres;Mujer;1.0;Casa;Si;Medio;No;Si;Si;Si;1;5;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En usufructo;No;Si;No;No;Si;No;Si;3;Sin discapacidad
7335571;Cabecera;170.17601429;CAUCA;Masculino;27;Otro pariente;No;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Universitaria;Mujeres;Hombre;1.0;Casa;Si;Medio - Bajo;Si;Si;Si;Si;1;5;4;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En usufructo;No;Si;No;No;No;No;No;3;Discapacidad leve
7335574;Cabecera;337.46245445;CESAR;Masculino;20;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Basica secundaria (6o - 9o);Mujeres;Hombre;1.0;Apartamento;Si;Bajo - Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;7;Sin discapacidad
7335592;Cabecera;290.33265007;CESAR;Masculino;26;Hijo(a), hijastro(a);Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Universitaria;Mujeres;Hombre;0.0;Casa;Si;Bajo;Si;Si;Si;Si;1;4;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;No;3;Sin discapacidad
7335600;Cabecera;161.78232697;CESAR;Femenino;25;Otro pariente;No;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Hombres;Mujer;1.0;Casa;Si;Medio - Bajo;Si;Si;Si;Si;1;7;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;5;Sin discapacidad
7335621;Cabecera;200.04048989;CESAR;Femenino;20;Hijo(a), hijastro(a);Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Hombres;Mujer;0.0;Casa;Si;Bajo - Bajo;No;No;Si;Si;1;2;1;Letrina;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;2;Sin discapacidad
7335626;Cabecera;292.36965551;CESAR;Masculino;24;Otro pariente;No;No;Si;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Tecnica profesional;Mujeres;Hombre;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;5;Sin discapacidad
7335628;Cabecera;299.52822082;CESAR;Masculino;27;Hijo(a), hijastro(a);Fallecida;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Universitaria;Mujeres;Hombre;1.0;Casa;Si;Bajo - Bajo;Si;Si;Si;Si;1;5;4;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;No;8;Sin discapacidad
7335629;Cabecera;322.95905549;CESAR;Masculino;24;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Casa;Si;Bajo - Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En una sala comedor con lavaplatos?;Propia, totalmente pagada;No;Si;No;No;No;Si;Si;6;Sin discapacidad
7335635;Cabecera;460.79278535;CESAR;Femenino;23;Jefe (a) del hogar;No;No;No;No;Ninguno de los anteriores;No esta casado(a) y vive en pareja  hace  menos de dos anos;Si;Si;No;Basica primaria (1o - 5o);Hombres;Mujer;1.0;Apartamento;Si;Bajo - Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;2;Sin discapacidad
7335637;Cabecera;147.20085214;CESAR;Femenino;26;Jefe (a) del hogar;Fallecida;No;No;No;Ninguno de los anteriores;Esta separado (a) o divorciado (a);Si;Si;No;Tecnica profesional;Hombres;Mujer;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;9;Sin discapacidad
7335638;Cabecera;485.02302454;CESAR;Masculino;26;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Tecnica profesional;Mujeres;Hombre;0.0;Casa;Si;Bajo - Bajo;Si;Si;Si;Si;1;3;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;9;Sin discapacidad
7335642;Cabecera;279.93057403;CESAR;Masculino;28;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Casa;Si;Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En una sala comedor con lavaplatos?;Propia, totalmente pagada;No;Si;No;No;No;No;No;4;Sin discapacidad
7335648;Cabecera;232.93562483;CESAR;Femenino;23;Pareja, esposo(a), conyuge, companero(a);No;No;No;No;Ninguno de los anteriores;No esta casado(a) y vive en pareja  hace  menos de dos anos;Si;Si;No;Tecnica profesional;Hombres;Mujer;1.0;Casa;Si;Bajo;Si;Si;Si;Si;1;2;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;No;3;Sin discapacidad
7335655;Cabecera;242.45656586;CESAR;Masculino;25;Jefe (a) del hogar;No;No;No;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Media tecnica (Bachillerato tecnico);Mujeres;Hombre;1.0;Casa;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En usufructo;No;Si;No;No;No;No;No;4;Sin discapacidad
7335664;Cabecera;201.1969473;CESAR;Femenino;28;Jefe (a) del hogar;No;No;No;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Media academica (Bachillerato clasico);Hombres;Mujer;1.0;Casa;Si;Bajo - Bajo;Si;Si;Si;Si;1;4;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;4;Sin discapacidad
7335678;Cabecera;269.63223602;CESAR;Masculino;26;Hijo(a), hijastro(a);Si;Fallecido;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Casa;Si;Bajo - Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En una sala comedor con lavaplatos?;Propia, totalmente pagada;No;No;No;No;No;No;No;2;Sin discapacidad
7335679;Cabecera;312.55933918;CESAR;Masculino;28;Hijo(a), hijastro(a);Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Casa;Si;Bajo - Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;4;Sin discapacidad
7335686;Cabecera;161.82150839;CESAR;Femenino;25;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media tecnica (Bachillerato tecnico);Hombres;Mujer;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En usufructo;No;Si;No;No;No;No;No;9;Sin discapacidad
7335692;Cabecera;220.1497321;CESAR;Masculino;22;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En una sala comedor con lavaplatos?;Propiedad colectiva;No;No;No;No;No;No;No;7;Sin discapacidad
7335692;Cabecera;220.1497321;CESAR;Masculino;26;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En una sala comedor con lavaplatos?;Propiedad colectiva;No;No;No;No;No;No;No;7;Sin discapacidad
7335692;Cabecera;220.1497321;CESAR;Femenino;22;Otro pariente;No;No;No;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Media tecnica (Bachillerato tecnico);Hombres;Mujer;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En una sala comedor con lavaplatos?;Propiedad colectiva;No;No;No;No;No;No;No;7;Sin discapacidad
7335695;Cabecera;293.30594108;CESAR;Masculino;27;Hijo(a), hijastro(a);Si;Fallecido;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Universitaria;Mujeres;Hombre;1.0;Casa;Si;Medio - Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propiedad colectiva;No;Si;No;No;No;No;No;3;Sin discapacidad
7335695;Cabecera;293.30594108;CESAR;Femenino;22;Hijo(a), hijastro(a);Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Universitaria;Hombres;Mujer;1.0;Casa;Si;Medio - Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propiedad colectiva;No;Si;No;No;No;No;No;3;Sin discapacidad
7335699;Cabecera;187.64397606;CESAR;Masculino;28;Jefe (a) del hogar;Fallecida;No;Si;No;Negro, mulato (afrodescendiente);Esta casado (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;2;1;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;Si;Si;No;No;No;No;No;3;Sin discapacidad
7335704;Cabecera;364.31378512;CESAR;Masculino;26;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;Si;Universitaria;Mujeres;Hombre;1.0;Casa;Si;Medio - Bajo;Si;Si;Si;Si;1;5;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;Si;4;Sin discapacidad
7335704;Cabecera;364.31378512;CESAR;Masculino;23;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Universitaria;Mujeres;Hombre;1.0;Casa;Si;Medio - Bajo;Si;Si;Si;Si;1;5;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;Si;4;Sin discapacidad
7335705;Cabecera;273.58700285;CESAR;Masculino;25;Jefe (a) del hogar;No;No;No;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;No;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Apartamento;Si;Medio - Bajo;Si;Si;Si;Si;1;2;1;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;2;Sin discapacidad
7335707;Cabecera;339.57035096;CESAR;Masculino;25;Hijo(a), hijastro(a);Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;Si;Universitaria;Mujeres;Hombre;1.0;Casa;Si;Medio - Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;3;Sin discapacidad
7335709;Cabecera;229.56065919;CESAR;Masculino;26;Hijo(a), hijastro(a);Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Casa;Si;Medio - Bajo;Si;Si;Si;Si;1;5;4;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;4;Sin discapacidad
7335712;Cabecera;325.50655491;CESAR;Masculino;28;Hijo(a), hijastro(a);No;Si;No;No;Negro, mulato (afrodescendiente);Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Casa;Si;Medio - Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, la estan pagando;No;Si;No;No;No;No;No;4;Sin discapacidad
7335730;Cabecera;130.3126166;CORDOBA;Femenino;28;No pariente;No;No;Si;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Basica secundaria (6o - 9o);Hombres;Mujer;1.0;Casa;Si;Medio - Alto;Si;Si;Si;Si;1;5;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En usufructo;No;Si;No;No;No;Si;Si;3;Sin discapacidad
7335739;Cabecera;536.19263757;CORDOBA;Masculino;26;Jefe (a) del hogar;No;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Casa;Si;Medio - Bajo;Si;Si;Si;Si;1;3;1;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En usufructo;No;Si;No;No;No;No;No;1;Sin discapacidad
7335764;Cabecera;226.80806548;CORDOBA;Femenino;24;Hijo(a), hijastro(a);Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Universitaria;Hombres;Mujer;0.0;Casa;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;3;Sin discapacidad
7335768;Cabecera;299.6119047;CORDOBA;Femenino;22;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Tecnologica ;Hombres;Mujer;0.0;Casa;Si;Bajo - Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;No;3;Sin discapacidad
7335770;Cabecera;175.5928533;CORDOBA;Masculino;24;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Casa;Si;Bajo - Bajo;Si;Si;Si;Si;1;5;4;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;8;Sin discapacidad
7335770;Cabecera;175.5928533;CORDOBA;Femenino;19;Otro pariente;No;No;No;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Basica primaria (1o - 5o);Hombres;Mujer;1.0;Casa;Si;Bajo - Bajo;Si;Si;Si;Si;1;5;4;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;8;Sin discapacidad
7335770;Cabecera;175.5928533;CORDOBA;Masculino;22;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;No esta casado(a) y vive en pareja  hace  menos de dos anos;Si;Si;No;Basica secundaria (6o - 9o);Mujeres;Hombre;0.0;Casa;Si;Bajo - Bajo;Si;Si;Si;Si;1;5;4;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;8;Sin discapacidad
7335777;Cabecera;299.09616956;CORDOBA;Masculino;26;Jefe (a) del hogar;Fallecida;Fallecido;Si;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;2;1;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;3;Sin discapacidad
7335781;Cabecera;117.28135494;CORDOBA;Masculino;24;Otro pariente;No;No;No;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Basica secundaria (6o - 9o);Mujeres;Hombre;1.0;Casa;Si;Bajo - Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;No;No;No;No;No;No;7;Sin discapacidad
7335783;Cabecera;276.81737477;CORDOBA;Femenino;24;Hijo(a), hijastro(a);Si;Fallecido;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Tecnica profesional;Hombres;Mujer;1.0;Apartamento;Si;Bajo - Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;2;Sin discapacidad
7335784;Cabecera;201.44846147;CORDOBA;Masculino;26;Pareja, esposo(a), conyuge, companero(a);No;No;No;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Casa;Si;Bajo - Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;No;4;Sin discapacidad
7335793;Cabecera;227.34247712;CORDOBA;Femenino;26;Pareja, esposo(a), conyuge, companero(a);No;Fallecido;No;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Basica secundaria (6o - 9o);Mujeres;Mujer;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;2;1;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;2;Discapacidad leve
7335801;Cabecera;282.58860303;CORDOBA;Masculino;28;Jefe (a) del hogar;No;No;No;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Universitaria;Mujeres;Hombre;1.0;Casa;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;3;Sin discapacidad
7335805;Cabecera;206.93557243;CORDOBA;Femenino;27;Hijo(a), hijastro(a);Si;Fallecido;Si;No;Ninguno de los anteriores;Esta separado (a) o divorciado (a);Si;Si;No;Tecnica profesional;Hombres;Mujer;0.0;Casa;Si;Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En usufructo;No;Si;No;No;No;No;No;3;Sin discapacidad
7335832;Cabecera;1163.0554486;CUNDINAMARCA;Femenino;21;Hijo(a), hijastro(a);Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Tecnologica ;Hombres;Mujer;1.0;Casa;Si;Medio - Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;Si;Si;4;Sin discapacidad
