EDAD;NUMERO_CUARTOS_VIVIENDA;NUMERO_CUARTOS_DORMIR;NUMERO_PERSONAS_HOGAR;TIPO_OCUPACION_VIVIENDA;ETNIA;GENERO;ESTADO_CIVIL;ORIENTACION_SEXUAL;ESTRATO_ENERGIA_ELECTRICA;MAYOR_NIVEL_EDUCATIVO;MADRE_RESIDE_HOGAR;PARENTESCO_JEFE_DE_HOGAR;SEXO;DPTO;FACTOR_EXPANSION;ACTIVIDAD_OCUPADA_ULTIMA_SEMANA
18;3;1;1;En usufructo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Femenino;CAQUETA;65.966683344;1
20;3;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Jefe (a) del hogar;Femenino;CAQUETA;88.973116582;1
27;3;1;1;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;CAQUETA;134.95027935;1
27;3;2;1;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;CAQUETA;107.96022348;1
28;4;3;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta casado (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Pareja, esposo(a), conyuge, companero(a);Femenino;CAQUETA;101.09087875;0
27;4;3;6;Propia, la estan pagando;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media tecnica (Bachillerato tecnico);Si;Hijo(a), hijastro(a);Masculino;CAQUETA;121.73628381;1
28;3;2;2;Otra;Ninguno de los anteriores;Hombre;Esta casado (a);Mujeres;Bajo;Universitaria;No;Jefe (a) del hogar;Masculino;CAQUETA;105.94121354;1
23;3;1;1;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Universitaria;No;Jefe (a) del hogar;Femenino;CAQUETA;58.050681342;1
23;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Tecnologica ;No;Jefe (a) del hogar;Masculino;CAQUETA;79.905297176;1
28;2;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;CAQUETA;103.14461007;1
19;2;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Femenino;CAQUETA;50.330608805;1
26;2;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta casado(a) y vive en pareja  hace  menos de dos anos;Hombres;Bajo;Media academica (Bachillerato clasico);No;Pareja, esposo(a), conyuge, companero(a);Femenino;CAQUETA;127.12945625;1
25;6;5;4;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;CAQUETA;147.46291243;1
23;1;1;3;En usufructo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Pareja, esposo(a), conyuge, companero(a);Masculino;CAUCA;62.767092351;1
20;2;1;1;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta casado(a) y vive en pareja  hace  menos de dos anos;Hombres;Medio;Universitaria;No;Jefe (a) del hogar;Femenino;CAUCA;104.99907441;0
28;6;5;6;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;CAUCA;169.60945679;1
28;5;4;7;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Masculino;CAUCA;161.71807969;0
23;2;1;5;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio;Universitaria;No;Otro pariente;Femenino;CAUCA;60.631352192;0
18;4;2;2;Propia, la estan pagando;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;CAUCA;128.0775596;1
25;4;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Medio - Bajo;Universitaria;No;Jefe (a) del hogar;Masculino;CAUCA;177.49577131;1
21;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;CAUCA;130.4062425;1
23;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Tecnica profesional;No;Hermano(a) o hermanastro(a);Femenino;CAUCA;166.865394;1
24;4;3;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;CAUCA;110.47212508;0
26;5;4;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;CAUCA;149.36240291;1
27;2;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Masculino;CAUCA;139.23492079;1
26;2;2;4;En usufructo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Tecnica profesional;No;Jefe (a) del hogar;Masculino;CAUCA;190.17317399;1
26;2;2;4;En usufructo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Medio - Bajo;Tecnica profesional;No;Otro pariente;Masculino;CAUCA;190.17317399;1
20;3;2;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Universitaria;No;Hermano(a) o hermanastro(a);Femenino;CAUCA;93.496159574;1
26;3;2;3;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;CAUCA;140.25419347;1
25;5;2;3;En usufructo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio;Universitaria;Si;Hijo(a), hijastro(a);Femenino;CAUCA;138.42914839;1
27;5;4;3;En usufructo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;No;Otro pariente;Masculino;CAUCA;170.17601429;1
20;3;2;7;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Masculino;CESAR;337.46245445;1
26;4;2;3;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;CESAR;290.33265007;0
25;7;3;5;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Bajo;Media academica (Bachillerato clasico);No;Otro pariente;Femenino;CESAR;161.78232697;1
20;2;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;CESAR;200.04048989;0
24;3;2;5;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Tecnica profesional;No;Otro pariente;Masculino;CESAR;292.36965551;1
27;5;4;8;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Universitaria;Fallecida;Hijo(a), hijastro(a);Masculino;CESAR;299.52822082;1
24;4;3;6;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;CESAR;322.95905549;1
23;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta casado(a) y vive en pareja  hace  menos de dos anos;Hombres;Bajo - Bajo;Basica primaria (1o - 5o);No;Jefe (a) del hogar;Femenino;CESAR;460.79278535;1
26;3;2;9;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Bajo;Tecnica profesional;Fallecida;Jefe (a) del hogar;Femenino;CESAR;147.20085214;1
26;3;3;9;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Masculino;CESAR;485.02302454;0
28;4;3;4;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;CESAR;279.93057403;1
23;2;2;3;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;No esta casado(a) y vive en pareja  hace  menos de dos anos;Hombres;Bajo;Tecnica profesional;No;Pareja, esposo(a), conyuge, companero(a);Femenino;CESAR;232.93562483;1
25;3;2;4;En usufructo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Media tecnica (Bachillerato tecnico);No;Jefe (a) del hogar;Masculino;CESAR;242.45656586;1
28;4;2;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Femenino;CESAR;201.1969473;1
26;3;2;2;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;CESAR;269.63223602;1
28;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;CESAR;312.55933918;1
25;3;2;9;En usufructo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Media tecnica (Bachillerato tecnico);Si;Hijo(a), hijastro(a);Femenino;CESAR;161.82150839;1
22;3;2;7;Propiedad colectiva;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;CESAR;220.1497321;1
26;3;2;7;Propiedad colectiva;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;CESAR;220.1497321;1
22;3;2;7;Propiedad colectiva;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo;Media tecnica (Bachillerato tecnico);No;Otro pariente;Femenino;CESAR;220.1497321;1
27;4;3;3;Propiedad colectiva;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;CESAR;293.30594108;1
22;4;3;3;Propiedad colectiva;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;CESAR;293.30594108;1
28;2;1;3;En arriendo o subarriendo;Negro, mulato (afrodescendiente);Hombre;Esta casado (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Fallecida;Jefe (a) del hogar;Masculino;CESAR;187.64397606;1
26;5;3;4;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;CESAR;364.31378512;1
23;5;3;4;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;CESAR;364.31378512;1
25;2;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Medio - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;CESAR;273.58700285;1
25;4;3;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;CESAR;339.57035096;1
26;5;4;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;CESAR;229.56065919;1
28;4;3;4;Propia, la estan pagando;Negro, mulato (afrodescendiente);Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Media academica (Bachillerato clasico);No;Hijo(a), hijastro(a);Masculino;CESAR;325.50655491;1
28;5;2;3;En usufructo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Alto;Basica secundaria (6o - 9o);No;No pariente;Femenino;CORDOBA;130.3126166;1
26;3;1;1;En usufructo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;CORDOBA;536.19263757;1
24;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;CORDOBA;226.80806548;0
22;3;2;3;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Tecnologica ;Si;Hijo(a), hijastro(a);Femenino;CORDOBA;299.6119047;0
24;5;4;8;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;CORDOBA;175.5928533;1
19;5;4;8;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo - Bajo;Basica primaria (1o - 5o);No;Otro pariente;Femenino;CORDOBA;175.5928533;1
22;5;4;8;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta casado(a) y vive en pareja  hace  menos de dos anos;Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Masculino;CORDOBA;175.5928533;0
26;2;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Media academica (Bachillerato clasico);Fallecida;Jefe (a) del hogar;Masculino;CORDOBA;299.09616956;1
24;4;3;7;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Otro pariente;Masculino;CORDOBA;117.28135494;1
24;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Femenino;CORDOBA;276.81737477;1
26;3;2;4;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Pareja, esposo(a), conyuge, companero(a);Masculino;CORDOBA;201.44846147;1
26;2;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Basica secundaria (6o - 9o);No;Pareja, esposo(a), conyuge, companero(a);Femenino;CORDOBA;227.34247712;1
28;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Universitaria;No;Jefe (a) del hogar;Masculino;CORDOBA;282.58860303;1
27;4;3;3;En usufructo;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Femenino;CORDOBA;206.93557243;0
21;3;2;4;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Bajo;Tecnologica ;Si;Hijo(a), hijastro(a);Femenino;CUNDINAMARCA;1163.0554486;1
21;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;CUNDINAMARCA;1387.0048273;1
28;6;5;6;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Masculino;CUNDINAMARCA;1626.5262775;1
22;6;5;6;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Masculino;CUNDINAMARCA;1626.5262775;1
28;2;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta casado (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Pareja, esposo(a), conyuge, companero(a);Masculino;CUNDINAMARCA;1201.9568876;1
28;3;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;CUNDINAMARCA;1201.9568876;1
24;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;CUNDINAMARCA;2272.055714;1
26;5;4;6;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Medio - Bajo;Tecnica profesional;No;Pareja, esposo(a), conyuge, companero(a);Masculino;CUNDINAMARCA;1375.8841219;1
27;4;3;3;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Medio - Bajo;Universitaria;Fallecida;Jefe (a) del hogar;Femenino;CUNDINAMARCA;1752.2018146;1
26;3;1;1;En arriendo o subarriendo;Negro, mulato (afrodescendiente);Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;CHOCO;54.862891107;1
25;7;5;6;Propia, totalmente pagada;Negro, mulato (afrodescendiente);Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;CHOCO;31.973830949;1
27;3;2;2;En arriendo o subarriendo;Negro, mulato (afrodescendiente);Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo;Universitaria;No;Pareja, esposo(a), conyuge, companero(a);Femenino;CHOCO;44.528674579;1
28;6;5;8;Propia, totalmente pagada;Negro, mulato (afrodescendiente);Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;CHOCO;27.791140948;0
25;6;5;8;Propia, totalmente pagada;Negro, mulato (afrodescendiente);Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;CHOCO;27.791140948;0
28;5;4;5;Propia, totalmente pagada;Negro, mulato (afrodescendiente);Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;CHOCO;48.521812944;1
26;5;4;5;Propia, totalmente pagada;Negro, mulato (afrodescendiente);Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;CHOCO;48.521812944;0
26;4;3;5;Propia, totalmente pagada;Negro, mulato (afrodescendiente);Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;CHOCO;38.936766101;0
27;2;1;2;En arriendo o subarriendo;Indigena;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Femenino;CHOCO;40.075807121;0
28;4;3;7;En usufructo;Negro, mulato (afrodescendiente);Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);Fallecida;Jefe (a) del hogar;Femenino;CHOCO;36.313927465;1
28;4;3;7;En usufructo;Negro, mulato (afrodescendiente);Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Pareja, esposo(a), conyuge, companero(a);Masculino;CHOCO;36.313927465;1
21;5;2;3;Propia, totalmente pagada;Negro, mulato (afrodescendiente);Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;CHOCO;39.317608173;1
23;1;1;6;Propia, totalmente pagada;Negro, mulato (afrodescendiente);Hombre;Esta separado (a) o divorciado (a);Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Masculino;CHOCO;15.12986403;1
22;4;3;2;En usufructo;Negro, mulato (afrodescendiente);Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Fallecida;Hijo(a), hijastro(a);Masculino;CHOCO;29.729032071;1
27;4;3;7;Propia, totalmente pagada;Negro, mulato (afrodescendiente);Mujer;Esta viudo (a);Hombres;Bajo - Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Femenino;CHOCO;14.587504316;1
23;4;2;4;En usufructo;Negro, mulato (afrodescendiente);Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Femenino;CHOCO;24.809221096;0
22;4;2;4;En usufructo;Negro, mulato (afrodescendiente);Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Hermano(a) o hermanastro(a);Femenino;CHOCO;56.387751335;1
26;3;2;4;En usufructo;Negro, mulato (afrodescendiente);Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Pareja, esposo(a), conyuge, companero(a);Masculino;CHOCO;84.912340246;1
25;4;3;8;Propia, totalmente pagada;Negro, mulato (afrodescendiente);Mujer;Esta separado (a) o divorciado (a);Hombres;Bajo - Bajo;Basica primaria (1o - 5o);Si;Hijo(a), hijastro(a);Femenino;CHOCO;64.5680724;1
18;4;3;6;Propia, totalmente pagada;Negro, mulato (afrodescendiente);Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Masculino;CHOCO;82.423308307;1
26;4;3;3;En usufructo;Negro, mulato (afrodescendiente);Hombre;Esta soltero (a);Mujeres;Bajo;Universitaria;No;Otro pariente;Masculino;CHOCO;70.341178118;1
21;3;2;5;En arriendo o subarriendo;Negro, mulato (afrodescendiente);Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);No;No pariente;Masculino;CHOCO;33.754959741;1
28;4;3;3;Propia, totalmente pagada;Negro, mulato (afrodescendiente);Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Universitaria;No;Otro pariente;Femenino;CHOCO;51.23638285;1
25;3;2;3;En arriendo o subarriendo;Negro, mulato (afrodescendiente);Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo - Bajo;Universitaria;No;Jefe (a) del hogar;Femenino;CHOCO;64.230299808;1
27;3;2;4;En usufructo;Negro, mulato (afrodescendiente);Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;CHOCO;59.663252867;1
22;3;2;4;En usufructo;Negro, mulato (afrodescendiente);Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Pareja, esposo(a), conyuge, companero(a);Femenino;CHOCO;59.663252867;1
28;4;3;5;En usufructo;Negro, mulato (afrodescendiente);Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Pareja, esposo(a), conyuge, companero(a);Masculino;CHOCO;54.921933965;1
23;4;3;4;Propia, totalmente pagada;Negro, mulato (afrodescendiente);Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;CHOCO;49.286015943;0
24;2;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo;Media academica (Bachillerato clasico);Fallecida;Jefe (a) del hogar;Femenino;HUILA;178.45112202;1
25;2;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Bajo;Tecnica profesional;No;Jefe (a) del hogar;Femenino;HUILA;243.09528009;1
21;4;3;7;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta casado(a) y vive en pareja  hace  menos de dos anos;Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;HUILA;190.67065209;1
25;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Tecnologica ;Si;Hijo(a), hijastro(a);Femenino;HUILA;285.43444245;1
20;4;3;6;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Femenino;HUILA;331.07207478;1
28;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;No;Jefe (a) del hogar;Masculino;HUILA;224.04388797;1
28;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;No;No pariente;Masculino;HUILA;224.04388797;1
27;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;No;Otro pariente;Masculino;HUILA;167.81204018;0
25;4;3;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;HUILA;101.7199392;1
20;4;3;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;HUILA;101.7199392;1
